match_id,team,player,player_id,status,category,start_date,end_date,availability,minutes_limit,impact_score,source,updated_at
,Brazil,Douglas Santos,,available,squad-status,,,1.0,90,55.13,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Fabinho,,available,squad-status,,,1.0,90,95.63,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Danilo Santos,,available,squad-status,,,1.0,90,28.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Endrick,,available,squad-status,,,1.0,90,59.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Lucas Paquetá,,available,squad-status,,,1.0,90,108.01,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Luiz Henrique,,available,squad-status,,,1.0,90,58.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Gabriel Martinelli,,available,squad-status,,,1.0,90,61.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Ederson,,available,squad-status,,,1.0,90,59.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Roger Ibañez,,available,squad-status,,,1.0,90,56.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Igor Thiago,,available,squad-status,,,1.0,90,58.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Brazil,Rayan,,available,squad-status,,,1.0,90,58.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Johny Placide,,available,squad-status,,,1.0,90,94.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Carlens Arcus,,available,squad-status,,,1.0,90,94.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Keeto Thermoncy,,available,squad-status,,,1.0,90,47.07,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Ricardo Adé,,available,squad-status,,,1.0,90,91.61,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Hannes Delcroix,,available,squad-status,,,1.0,90,84.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Carl Sainté,,available,squad-status,,,1.0,90,50.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Derrick Etienne Jr.,,available,squad-status,,,1.0,90,93.34,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Martin Expérience,,available,squad-status,,,1.0,90,51.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Duckens Nazon,,available,squad-status,,,1.0,90,106.76,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Jean-Ricner Bellegarde,,available,squad-status,,,1.0,90,91.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Louicius Deedson,,available,squad-status,,,1.0,90,57.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Alexandre Pierre,,available,squad-status,,,1.0,90,52.33,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Duke Lacroix,,available,squad-status,,,1.0,90,49.86,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Leverton Pierre,,available,squad-status,,,1.0,90,84.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Ruben Providence,,available,squad-status,,,1.0,90,51.22,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Lenny Joseph,,available,squad-status,,,1.0,90,52.34,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Danley Jean Jacques,,available,squad-status,,,1.0,90,92.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Wilson Isidor,,available,squad-status,,,1.0,90,56.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Yassin Fortuné,,available,squad-status,,,1.0,90,48.67,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Frantzdy Pierrot,,available,squad-status,,,1.0,90,102.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Josué Casimir,,available,squad-status,,,1.0,90,53.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Jean-Kévin Duverne,,available,squad-status,,,1.0,90,87.21,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Josué Duverger,,available,squad-status,,,1.0,90,46.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Wilguens Paugain,,available,squad-status,,,1.0,90,50.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Dominique Simon,,available,squad-status,,,1.0,90,48.26,squad-projection,2026-06-05T19:40:23.502261+00:00
,Haiti,Woodensky Pierre,,available,squad-status,,,1.0,90,47.07,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Yassine Bounou,,available,squad-status,,,1.0,90,104.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Achraf Hakimi,,available,squad-status,,,1.0,90,116.24,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Noussair Mazraoui,,available,squad-status,,,1.0,90,99.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Sofyan Amrabat,,available,squad-status,,,1.0,90,104.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Nayef Aguerd,,available,squad-status,,,1.0,90,103.63,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Ayyoub Bouaddi,,available,squad-status,,,1.0,90,57.95,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Chemsdine Talbi,,available,squad-status,,,1.0,90,57.04,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Azzedine Ounahi,,available,squad-status,,,1.0,90,100.72,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Soufiane Rahimi,,available,squad-status,,,1.0,90,60.78,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Brahim Díaz,,available,squad-status,,,1.0,90,100.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Ismael Saibari,,available,squad-status,,,1.0,90,100.51,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Munir Mohamedi,,available,squad-status,,,1.0,90,34.65,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Zakaria El Ouahdi,,available,squad-status,,,1.0,90,55.76,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Issa Diop,,available,squad-status,,,1.0,90,54.82,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Samir El Mourabet,,available,squad-status,,,1.0,90,56.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Gessime Yassine,,available,squad-status,,,1.0,90,55.79,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Abde Ezzalzouli,,available,squad-status,,,1.0,90,99.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Chadi Riad,,available,squad-status,,,1.0,90,56.33,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Youssef Belammari,,available,squad-status,,,1.0,90,53.67,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Ayoub El Kaabi,,available,squad-status,,,1.0,90,110.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Ayoube Amaimouni,,available,squad-status,,,1.0,90,27.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Ahmed Reda Tagnaouti,,available,squad-status,,,1.0,90,50.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Bilal El Khannouss,,available,squad-status,,,1.0,90,99.98,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Neil El Aynaoui,,available,squad-status,,,1.0,90,58.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Redouane Halhal,,available,squad-status,,,1.0,90,53.01,squad-projection,2026-06-05T19:40:23.502261+00:00
,Morocco,Anass Salah-Eddine,,available,squad-status,,,1.0,90,56.35,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Angus Gunn,,available,squad-status,,,1.0,90,53.77,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Aaron Hickey,,available,squad-status,,,1.0,90,93.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Andy Robertson,,available,squad-status,,,1.0,90,40.4,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Scott McTominay,,available,squad-status,,,1.0,90,110.42,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Grant Hanley,,available,squad-status,,,1.0,90,57.72,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Kieran Tierney,,available,squad-status,,,1.0,90,99.91,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,John McGinn,,available,squad-status,,,1.0,90,112.41,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Tyler Fletcher,,available,squad-status,,,1.0,90,51.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Lyndon Dykes,,available,squad-status,,,1.0,90,94.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Ché Adams,,available,squad-status,,,1.0,90,98.88,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Ryan Christie,,available,squad-status,,,1.0,90,104.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Liam Kelly,,available,squad-status,,,1.0,90,50.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Jack Hendry,,available,squad-status,,,1.0,90,58.02,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Ross Stewart,,available,squad-status,,,1.0,90,52.7,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,John Souttar,,available,squad-status,,,1.0,90,55.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Dominic Hyam,,available,squad-status,,,1.0,90,52.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Ben Gannon-Doak,,available,squad-status,,,1.0,90,57.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,George Hirst,,available,squad-status,,,1.0,90,56.19,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Lewis Ferguson,,available,squad-status,,,1.0,90,94.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Lawrence Shankland,,available,squad-status,,,1.0,90,56.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Craig Gordon,,available,squad-status,,,1.0,90,90.22,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Nathan Patterson,,available,squad-status,,,1.0,90,93.83,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Kenny McLean,,available,squad-status,,,1.0,90,57.67,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Anthony Ralston,,available,squad-status,,,1.0,90,55.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Findlay Curtis,,available,squad-status,,,1.0,90,52.48,squad-projection,2026-06-05T19:40:23.502261+00:00
,Scotland,Scott McKenna,,available,squad-status,,,1.0,90,96.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Mathew Ryan,,available,squad-status,,,1.0,90,103.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Miloš Degenek,,available,squad-status,,,1.0,90,92.02,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Alessandro Circati,,available,squad-status,,,1.0,90,56.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Jacob Italiano,,available,squad-status,,,1.0,90,50.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Jordan Bos,,available,squad-status,,,1.0,90,95.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Jason Geria,,available,squad-status,,,1.0,90,51.1,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Mathew Leckie,,available,squad-status,,,1.0,90,99.27,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Connor Metcalfe,,available,squad-status,,,1.0,90,90.64,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Mohamed Touré,,available,squad-status,,,1.0,90,53.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Ajdin Hrustic,,available,squad-status,,,1.0,90,55.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Awer Mabil,,available,squad-status,,,1.0,90,89.95,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Paul Izzo,,available,squad-status,,,1.0,90,50.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Aiden O'Neill,,available,squad-status,,,1.0,90,91.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Cammy Devlin,,available,squad-status,,,1.0,90,52.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Kai Trewin,,available,squad-status,,,1.0,90,52.56,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Aziz Behich,,available,squad-status,,,1.0,90,96.91,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Nestory Irankunda,,available,squad-status,,,1.0,90,91.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Patrick Beach,,available,squad-status,,,1.0,90,51.0,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Harry Souttar,,available,squad-status,,,1.0,90,95.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Cristian Volpato,,available,squad-status,,,1.0,90,54.79,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Cameron Burgess,,available,squad-status,,,1.0,90,55.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Jackson Irvine,,available,squad-status,,,1.0,90,103.01,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Nishan Velupillay,,available,squad-status,,,1.0,90,51.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Paul Okon-Engstler,,available,squad-status,,,1.0,90,51.87,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Lucas Herrington,,available,squad-status,,,1.0,90,53.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Australia,Tete Yengi,,available,squad-status,,,1.0,90,49.5,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gatito Fernández,,available,squad-status,,,1.0,90,31.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gustavo Velázquez,,available,squad-status,,,1.0,90,51.12,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Omar Alderete,,available,squad-status,,,1.0,90,97.05,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Juan José Cáceres,,available,squad-status,,,1.0,90,55.82,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Fabián Balbuena,,available,squad-status,,,1.0,90,57.51,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Júnior Alonso,,available,squad-status,,,1.0,90,98.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Ramón Sosa,,available,squad-status,,,1.0,90,94.27,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Diego Gómez,,available,squad-status,,,1.0,90,96.17,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Antonio Sanabria,,available,squad-status,,,1.0,90,95.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Miguel Almirón,,available,squad-status,,,1.0,90,105.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Maurício,,available,squad-status,,,1.0,90,55.76,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Orlando Gill,,available,squad-status,,,1.0,90,87.64,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,José Canale,,available,squad-status,,,1.0,90,52.34,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Andrés Cubas,,available,squad-status,,,1.0,90,92.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gustavo Gómez,,available,squad-status,,,1.0,90,105.49,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Damián Bobadilla,,available,squad-status,,,1.0,90,56.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Kaku,,available,squad-status,,,1.0,90,93.98,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Álex Arce,,available,squad-status,,,1.0,90,55.1,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Julio Enciso,,available,squad-status,,,1.0,90,98.2,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Braian Ojeda,,available,squad-status,,,1.0,90,55.22,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gabriel Ávalos,,available,squad-status,,,1.0,90,53.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gastón Olveira,,available,squad-status,,,1.0,90,49.82,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Matías Galarza,,available,squad-status,,,1.0,90,54.99,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Gustavo Caballero,,available,squad-status,,,1.0,90,51.29,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Isidro Pitta,,available,squad-status,,,1.0,90,54.99,squad-projection,2026-06-05T19:40:23.502261+00:00
,Paraguay,Alexandro Maidana,,available,squad-status,,,1.0,90,52.56,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Mert Günok,,available,squad-status,,,1.0,90,54.81,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Zeki Çelik,,available,squad-status,,,1.0,90,102.8,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Merih Demiral,,available,squad-status,,,1.0,90,103.78,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Çağlar Söyüncü,,available,squad-status,,,1.0,90,98.77,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Salih Özcan,,available,squad-status,,,1.0,90,57.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Orkun Kökçü,,available,squad-status,,,1.0,90,102.2,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Kerem Aktürkoğlu,,available,squad-status,,,1.0,90,104.78,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Arda Güler,,available,squad-status,,,1.0,90,101.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Deniz Gül,,available,squad-status,,,1.0,90,54.89,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Hakan Çalhanoğlu,,available,squad-status,,,1.0,90,114.59,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Kenan Yıldız,,available,squad-status,,,1.0,90,100.78,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Altay Bayındır,,available,squad-status,,,1.0,90,55.27,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Eren Elmalı,,available,squad-status,,,1.0,90,56.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Abdülkerim Bardakcı,,available,squad-status,,,1.0,90,57.97,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Ozan Kabak,,available,squad-status,,,1.0,90,59.81,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,İsmail Yüksek,,available,squad-status,,,1.0,90,59.93,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,İrfan Can Kahveci,,available,squad-status,,,1.0,90,60.05,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Mert Müldür,,available,squad-status,,,1.0,90,60.75,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Yunus Akgün,,available,squad-status,,,1.0,90,58.75,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Ferdi Kadıoğlu,,available,squad-status,,,1.0,90,98.39,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Barış Alper Yılmaz,,available,squad-status,,,1.0,90,61.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Kaan Ayhan,,available,squad-status,,,1.0,90,100.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Uğurcan Çakır,,available,squad-status,,,1.0,90,97.48,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Oğuz Aydın,,available,squad-status,,,1.0,90,55.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Samet Akaydin,,available,squad-status,,,1.0,90,53.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Turkiye,Can Uzun,,available,squad-status,,,1.0,90,58.2,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Matt Turner,,available,squad-status,,,1.0,90,96.14,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Sergiño Dest,,available,squad-status,,,1.0,90,98.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Chris Richards,,available,squad-status,,,1.0,90,99.37,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Tyler Adams,,available,squad-status,,,1.0,90,102.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Antonee Robinson,,available,squad-status,,,1.0,90,102.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Auston Trusty,,available,squad-status,,,1.0,90,54.89,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Giovanni Reyna,,available,squad-status,,,1.0,90,95.77,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Weston McKennie,,available,squad-status,,,1.0,90,108.25,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Ricardo Pepi,,available,squad-status,,,1.0,90,63.68,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Christian Pulisic,,available,squad-status,,,1.0,90,118.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Brenden Aaronson,,available,squad-status,,,1.0,90,104.87,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Miles Robinson,,available,squad-status,,,1.0,90,58.87,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Tim Ream,,available,squad-status,,,1.0,90,59.01,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Sebastian Berhalter,,available,squad-status,,,1.0,90,56.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Cristian Roldan,,available,squad-status,,,1.0,90,59.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Alex Freeman,,available,squad-status,,,1.0,90,55.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Malik Tillman,,available,squad-status,,,1.0,90,98.0,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Maximilian Arfsten,,available,squad-status,,,1.0,90,30.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Haji Wright,,available,squad-status,,,1.0,90,59.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Folarin Balogun,,available,squad-status,,,1.0,90,62.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Timothy Weah,,available,squad-status,,,1.0,90,102.56,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Mark McKenzie,,available,squad-status,,,1.0,90,58.06,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Joe Scally,,available,squad-status,,,1.0,90,57.65,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Matt Freese,,available,squad-status,,,1.0,90,53.98,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Chris Brady,,available,squad-status,,,1.0,90,52.56,squad-projection,2026-06-05T19:40:23.502261+00:00
,USA,Alejandro Zendejas,,available,squad-status,,,1.0,90,29.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Eloy Room,,available,squad-status,,,1.0,90,92.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Shurandy Sambo,,available,squad-status,,,1.0,90,52.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Juriën Gaari,,available,squad-status,,,1.0,90,92.37,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Roshon van Eijma,,available,squad-status,,,1.0,90,53.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Sherel Floranus,,available,squad-status,,,1.0,90,86.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Godfried Roemeratoe,,available,squad-status,,,1.0,90,52.97,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Juninho Bacuna,,available,squad-status,,,1.0,90,97.13,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Livano Comenencia,,available,squad-status,,,1.0,90,52.47,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Jürgen Locadia,,available,squad-status,,,1.0,90,50.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Leandro Bacuna,,available,squad-status,,,1.0,90,97.5,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Jeremy Antonisse,,available,squad-status,,,1.0,90,87.43,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Sontje Hansen,,available,squad-status,,,1.0,90,53.85,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Tyrese Noslin,,available,squad-status,,,1.0,90,51.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Kenji Gorré,,available,squad-status,,,1.0,90,90.05,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Ar'jany Martha,,available,squad-status,,,1.0,90,51.67,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Jearl Margaritha,,available,squad-status,,,1.0,90,87.43,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Brandley Kuwas,,available,squad-status,,,1.0,90,53.52,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Armando Obispo,,available,squad-status,,,1.0,90,86.41,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Gervane Kastaneer,,available,squad-status,,,1.0,90,53.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Joshua Brenet,,available,squad-status,,,1.0,90,85.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Tahith Chong,,available,squad-status,,,1.0,90,86.79,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Kevin Felida,,available,squad-status,,,1.0,90,52.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Riechedly Bazoer,,available,squad-status,,,1.0,90,52.11,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Deveron Fonville,,available,squad-status,,,1.0,90,51.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Tyrick Bodak,,available,squad-status,,,1.0,90,45.13,squad-projection,2026-06-05T19:40:23.502261+00:00
,Curacao,Trevor Doornbusch,,available,squad-status,,,1.0,90,46.72,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Hernán Galíndez,,available,squad-status,,,1.0,90,85.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Félix Torres,,available,squad-status,,,1.0,90,58.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Piero Hincapié,,available,squad-status,,,1.0,90,104.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Joel Ordóñez,,available,squad-status,,,1.0,90,59.04,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Jordy Alcívar,,available,squad-status,,,1.0,90,53.59,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Willian Pacho,,available,squad-status,,,1.0,90,101.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Pervis Estupiñán,,available,squad-status,,,1.0,90,101.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Anthony Valencia,,available,squad-status,,,1.0,90,51.29,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,John Yeboah,,available,squad-status,,,1.0,90,57.12,squad-projection,2026-06-05T19:40:23.502261+00:00
