match_id,team,opponent,manager_id,manager_name,stage,match_date,actual_formation,goals_for,goals_against,xg_for,xg_against,shots,field_tilt,box_entries,set_piece_xg,counterattack_xg,pressing_proxy,substitutions,data_quality,source,updated_at
71,Colombia,Portugal,colombia_lorenzo,Nestor Lorenzo,Group,2026-06-27,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
71,Portugal,Colombia,portugal_martinez,Roberto Martinez,Group,2026-06-27,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
72,Congo DR,Uzbekistan,congo_dr_desabre,Sebastien Desabre,Group,2026-06-27,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
72,Uzbekistan,Congo DR,uzbekistan_cannavaro,Fabio Cannavaro,Group,2026-06-27,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
69,Algeria,Austria,algeria_petkovic,Vladimir Petkovic,Group,2026-06-28,,3,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
69,Austria,Algeria,austria_rangnick,Ralf Rangnick,Group,2026-06-28,,3,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
70,Jordan,Argentina,jordan_sellami,Jamal Sellami,Group,2026-06-28,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
70,Argentina,Jordan,argentina_scaloni,Lionel Scaloni,Group,2026-06-28,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
73,South Africa,Canada,south_africa_broos,Hugo Broos,Round of 32,2026-06-28,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
73,Canada,South Africa,canada_marsch,Jesse Marsch,Round of 32,2026-06-28,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
76,Brazil,Japan,brazil_ancelotti,Carlo Ancelotti,Round of 32,2026-06-29,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
76,Japan,Brazil,japan_moriyasu,Hajime Moriyasu,Round of 32,2026-06-29,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
74,Germany,Paraguay,germany_nagelsmann,Julian Nagelsmann,Round of 32,2026-06-29,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
74,Paraguay,Germany,paraguay_alfaro,Gustavo Alfaro,Round of 32,2026-06-29,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
75,Netherlands,Morocco,netherlands_koeman,Ronald Koeman,Round of 32,2026-06-30,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
75,Morocco,Netherlands,morocco_ouahbi,Mohamed Ouahbi,Round of 32,2026-06-30,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
78,Cote d'Ivoire,Norway,cote_divoire_fae,Emerse Fae,Round of 32,2026-06-30,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
78,Norway,Cote d'Ivoire,norway_solbakken,Stale Solbakken,Round of 32,2026-06-30,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
77,France,Sweden,france_deschamps,Didier Deschamps,Round of 32,2026-06-30,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
77,Sweden,France,sweden_potter,Graham Potter,Round of 32,2026-06-30,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
79,Mexico,Ecuador,mexico_aguirre,Javier Aguirre,Round of 32,2026-07-01,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
79,Ecuador,Mexico,ecuador_beccacece,Sebastian Beccacece,Round of 32,2026-07-01,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
80,England,Congo DR,england_tuchel,Thomas Tuchel,Round of 32,2026-07-01,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
80,Congo DR,England,congo_dr_desabre,Sebastien Desabre,Round of 32,2026-07-01,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
82,Belgium,Senegal,belgium_garcia,Rudi Garcia,Round of 32,2026-07-01,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
82,Senegal,Belgium,senegal_thiaw,Pape Thiaw,Round of 32,2026-07-01,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
81,USA,Bosnia and Herzegovina,usa_pochettino,Mauricio Pochettino,Round of 32,2026-07-02,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
81,Bosnia and Herzegovina,USA,bosnia_barbarez,Sergej Barbarez,Round of 32,2026-07-02,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
84,Spain,Austria,spain_de_la_fuente,Luis de la Fuente,Round of 32,2026-07-02,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
84,Austria,Spain,austria_rangnick,Ralf Rangnick,Round of 32,2026-07-02,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
83,Portugal,Croatia,portugal_martinez,Roberto Martinez,Round of 32,2026-07-02,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
83,Croatia,Portugal,croatia_dalic,Zlatko Dalic,Round of 32,2026-07-02,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
85,Switzerland,Algeria,switzerland_yakin,Murat Yakin,Round of 32,2026-07-03,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
85,Algeria,Switzerland,algeria_petkovic,Vladimir Petkovic,Round of 32,2026-07-03,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
88,Australia,Egypt,australia_popovic,Tony Popovic,Round of 32,2026-07-03,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
88,Egypt,Australia,egypt_hassan,Hossam Hassan,Round of 32,2026-07-03,,1,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
86,Argentina,Cabo Verde,argentina_scaloni,Lionel Scaloni,Round of 32,2026-07-03,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
86,Cabo Verde,Argentina,cabo_verde_bubista,Bubista,Round of 32,2026-07-03,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
87,Colombia,Ghana,colombia_lorenzo,Nestor Lorenzo,Round of 32,2026-07-04,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
87,Ghana,Colombia,ghana_queiroz,Carlos Queiroz,Round of 32,2026-07-04,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
90,Canada,Morocco,canada_marsch,Jesse Marsch,Round of 16,2026-07-04,,0,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
90,Morocco,Canada,morocco_ouahbi,Mohamed Ouahbi,Round of 16,2026-07-04,,3,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
89,Paraguay,France,paraguay_alfaro,Gustavo Alfaro,Round of 16,2026-07-04,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
89,France,Paraguay,france_deschamps,Didier Deschamps,Round of 16,2026-07-04,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
91,Brazil,Norway,brazil_ancelotti,Carlo Ancelotti,Round of 16,2026-07-05,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
91,Norway,Brazil,norway_solbakken,Stale Solbakken,Round of 16,2026-07-05,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
92,Mexico,England,mexico_aguirre,Javier Aguirre,Round of 16,2026-07-06,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
92,England,Mexico,england_tuchel,Thomas Tuchel,Round of 16,2026-07-06,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
93,Portugal,Spain,portugal_martinez,Roberto Martinez,Round of 16,2026-07-06,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
93,Spain,Portugal,spain_de_la_fuente,Luis de la Fuente,Round of 16,2026-07-06,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
94,USA,Belgium,usa_pochettino,Mauricio Pochettino,Round of 16,2026-07-07,,1,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
94,Belgium,USA,belgium_garcia,Rudi Garcia,Round of 16,2026-07-07,,4,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
95,Argentina,Egypt,argentina_scaloni,Lionel Scaloni,Round of 16,2026-07-07,,3,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
95,Egypt,Argentina,egypt_hassan,Hossam Hassan,Round of 16,2026-07-07,,2,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
96,Switzerland,Colombia,switzerland_yakin,Murat Yakin,Round of 16,2026-07-07,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
96,Colombia,Switzerland,colombia_lorenzo,Nestor Lorenzo,Round of 16,2026-07-07,,0,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
97,France,Morocco,france_deschamps,Didier Deschamps,Quarter-final,2026-07-09,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
97,Morocco,France,morocco_ouahbi,Mohamed Ouahbi,Quarter-final,2026-07-09,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
98,Spain,Belgium,spain_de_la_fuente,Luis de la Fuente,Quarter-final,2026-07-10,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
98,Belgium,Spain,belgium_garcia,Rudi Garcia,Quarter-final,2026-07-10,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
99,Norway,England,norway_solbakken,Stale Solbakken,Quarter-final,2026-07-11,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
99,England,Norway,england_tuchel,Thomas Tuchel,Quarter-final,2026-07-11,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
100,Argentina,Switzerland,argentina_scaloni,Lionel Scaloni,Quarter-final,2026-07-12,,3,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
100,Switzerland,Argentina,switzerland_yakin,Murat Yakin,Quarter-final,2026-07-12,,1,3,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
101,France,Spain,france_deschamps,Didier Deschamps,Semi-final,2026-07-14,,0,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
101,Spain,France,spain_de_la_fuente,Luis de la Fuente,Semi-final,2026-07-14,,2,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
102,England,Argentina,england_tuchel,Thomas Tuchel,Semi-final,2026-07-15,,1,2,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
102,Argentina,England,argentina_scaloni,Lionel Scaloni,Semi-final,2026-07-15,,2,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
103,France,England,france_deschamps,Didier Deschamps,Bronze final,2026-07-18,,4,6,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
103,England,France,england_tuchel,Thomas Tuchel,Bronze final,2026-07-18,,6,4,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
104,Spain,Argentina,spain_de_la_fuente,Luis de la Fuente,Final,2026-07-19,,1,0,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
104,Argentina,Spain,argentina_scaloni,Lionel Scaloni,Final,2026-07-19,,0,1,,,,,,,,,0,score_only,observed_matches + actual_lineups + match_summary_signals,2026-08-08T14:16:59.255587+00:00
